id,keyword,location,text,target
643,attacked,,"Dear #XRPcommunity I Connected Dots and Took Heat For It I Have to Ask, Why Are All The Accounts Who Attacked Me Intentio…",0
644,attacked,iKONIC and ARMY,feeling attacked right now https://t.co/x59FZGR1Jb,0
645,attacked,bhavnagar,"The Congress attacked Modi and called him a Hindu Jinnah. Using words like Hindu Jinnah, Hindu terror… https://t.co/He10xfaSva",0
646,attacked,,Terrorists attacked people in Telangana Smaller districts of Bhainsa and Nirmal saw terror mob burned few places and tar…,1
647,attacked,whipped for kim doyoung,"shhh, we'll get attacked for wanting dontent (doyoung content) 😔",0
648,attacked,,These toxic by9ners dogged the “y’all started this mess” by saying “emang semuanya salah by9 lagi” omg im sorry but we’re never…,0
649,attacked,"Glasgow, Scotland","Solidarity with , a long-time fierce warrior for women's rights around the globe, who's now being attacked by…",0
650,attacked,"Dopehole,USA ",not long after #lifetime #survivingrkelly part 2 aired earlier this month one of his girlfriends went live on #faceboo…,0
651,attacked,ela/dela,I don't say playm is the best agency tho?? I agree they're suck at management and promote their artists but at least they…,0
652,attacked,,"Islamic Jihadist mob attacked Hindus, looted &amp; burnt 18 Houses &amp; their property in Bhainsa town of Nirmal dist,Telangana la…",1
653,attacked,"Carolina, Puerto Rico",Remember when Brie Larson said we needed more diversity in critics for THIS exact reason and the internet attacked her... he…,0
654,attacked,New York City,Clinton admitted he could have killed bin Laden in 1998 but chose not to https://t.co/IEaIg9TThI We know what that inact…,0
655,attacked,,Why have you stopped short with only ABVP and have not questioned the ABVP cadre who initiated the att… https://t.co/aVk3SHS4Uh,0
656,attacked,,Why did he have to be my 1st Bias 🙈 I am not ready to be attacked,0
657,attacked,,"So because I've not read, heard or seen Meghan being racially attacked its b/c Im white and all white people are ra… https://t.co/DzccMLENCg",0
658,attacked,,"The police recording brutally arrested a Muslim man in #Accrington, even though the Muslim man had volunteered ... but t…",0
659,attacked,heaven,"The defenseless people were being attacked &amp;shot from all sides by security forces &amp;plainclothes agents. Suddenly, three bul…",0
660,attacked,India,"Largscale violence in #Bhainsa, dist Nirmal of #Telangana. #Peacefuls attacked Hindus, looted &amp; burnt property, pelted stones…",0
661,attacked,London,I’m really sick and tired of them trying to sideline socialists like me. The LP is a broad church that…,0
662,attacked,,she ran away when i got closer and almost attacked me when i picked her up :(.,0
663,attacked,,Where’s Isabella I’m being attacked on twitter again,0
664,attacked,,Just looking for your comment in the 1500 protestors that were murdered by the iranian tyrannical govern… https://t.co/G6mi1lxEXz,0
665,avalanche,Hell,Washington has an avalanche rescue goat. His name is Mazama. https://t.co/RAvm6Nxz6B,0
666,avalanche,South Africa,petition for KFC to bring back the avalanche,0
667,avalanche,,BSF ‘Borderman’ killed in avalanche: On Jan 13 evening at 8:30 pm an avalanche hit a BSF deployment in Naugam sector on…,0
668,avalanche,"Bangalore, India","1 BSF soldier killed in avalanche in Kashmir's Naugam sector, 6 other personnel rescued.",1
669,avalanche,,"Very sad news coming in. 3 soldiers killed, 1 missing in avalanche in Machil sector.",1
670,avalanche,Vancouver,A skier caught in an avalanche in Banff National Park on Friday has died of her injuries https://t.co/tfqL1SiPVA https://t.co/gXX2rPjHS2,1
671,avalanche,"New York, USA",read everything Avalanche here! https://t.co/k1cBbCmrh3 #followtrain,0
672,avalanche,"Chennai, India","Five soldiers were trapped under the #avalanche, efforts are on to trace one missing soldier https://t.co/qPWN5ug5w7 #Machil",1
673,avalanche,"Hyderabad, BHARAT",Three Army soldiers were killed and another was missing after an avalanche hit their post in Machil sector along the LoC…,1
674,avalanche,"Pune, India",JUST IN: Avalanche strikes Indian Army post in Machil sector along LoC in Jammu &amp; Kashmir. 5 soldiers were believed to b…,1
675,avalanche,India,"4 soldiers, 5 civilians killed in avalanches in Jammu and Kashmir. https://t.co/jhOYNZJ74W https://t.co/cy8dFRz6VW",1
676,avalanche,"Indore, India",Terrible news coming from J&amp;K's Machil sector where we have lost 3 soldiers and one soldier is still missing as their p…,1
677,avalanche,India,"10 including 4 army soldiers, one BSF constable killed in #avalanches in #Kashmir https://t.co/00u3Qm1UCS #avalanche",1
678,avalanche,"Oregon, USA",Snowmobiler dies in Eastern Oregon avalanche - KTVZ https://t.co/CnJoXRE0pD,1
679,avalanche,Another World♥️♦️♠️♣️🃏💫⭐︎,Hi Respected #Friends Hello #TweeterWorld #Namaste 🙏 G.morning Everyone 🤗 Avalanche Effect At Shimla INDIA Enjoy The Be…,1
680,avalanche,Turkey,#SRINAGAR: A BSF jawan lost his life while six others were rescued after an avalanche along the Line of Control (LoC) in Ka…,1
681,avalanche,"Vadodara, India",JUST IN: BSF lost a *Borderman* in avalanche on 13th Jan evening when at 8:30PM an avalanche hit a BSF deployment in Nau…,1
682,avalanche,"Islamabad, Pakistan","Breaking News: At least 51 people have been killed in a snow avalanche in Neelum valley of Azad Kashmir , officials sa…",1
683,avalanche,@forextrader @bitcoinmining,⁠Turkey’s first university blockchain center BlockchainIST jumps into Emin Gün Sirer’s Avalanche https://t.co/Gr6NLOdP2I,0
684,avalanche,"Umarkot, Pakistan","Avalanche strikes #NeelumValley &amp; it's been 10 hours, our people couldnt make a headlines in #Pakistanimedia. Laiba… https://t.co/gPZVvMpud8",0
685,avalanche,"Islamabad, Pakistan","Breaking News: At least 51 people have been killed in a snow avalanche in Neelum valley of Azad Kashmir , officials said in Muzaffarabad.",1
686,avalanche,"Capão Redondo, São Paulo","We’re a team of Deaf Media Crew of Color (Actors/Filmmakers) who are traveling to Sundance with two ASL interpreters, w…",0
687,avalanche,,#SONDAKİKA #breakingsound Avalanche disaster in Pakistan Kashmir: 57 dead https://t.co/LJwe842mMN,1
688,avalanche,"Guwahati, India","কাশ্মীৰৰ মাছিল ছেক্টৰত হিমস্খলনত ৩ জোৱান ছহীদ, এজন সন্ধানহীন https://t.co/gIm5W8mC1b",0
689,avalanche,Aryavarta,Saddened by the martyrdom of soldiers because of avalanche in Kashmir. Tribute to the martyred soldiers. Prayer for quick…,1
690,avalanche,Turkey,BSF jawan killed in Naugam sector avalanche https://t.co/wXolbxFBIQ,1
691,avalanche,,The defence sources said three soldiers were killed and another was missing after an avalanche hit an Army post in… https://t.co/UhrpaVafAc,1
692,avalanche,,Tickets to avalanche game on your birthday check ✔️ meeting joe Thornton and Nathan Mackinnon bucket list goals… https://t.co/VCMPpdbF1Z,0
693,avalanche,"Jammu, Jammu And Kashmir",#SRINAGAR: A BSF jawan lost his life while six others were rescued after an avalanche along the Line of Control (Lo… https://t.co/QVUJWgy3li,1
694,avalanche,,Army jawans &amp; BSF post is said to have come under heavy avalanche respectively. Till now 1 BSF Soldier lost his life &amp; 1 A…,1
695,avalanche,,Prayers for those who are stuck and those who lost their lives in the avalanche at #NeelumValley #Pakistan #,1
696,avalanche,"London, England","Out of five soldiers trapped under the avalanche, one was rescued after the Army launched rescue operations. https://t.c…",1
697,avalanche,"San Francisco, CA","And both my Senators are firmly on the Trump train. I STILL call and email and raise my voice, even whe…",0
698,avalanche,"Peshawar, Pakistan",Apparently an avalanche has hit #NeelumValley in Azad Kashmir leading to multiple casualties. Mainstream media is yet to…,1
699,battle,x1 nct exo izone.,Listen 1. Individual activities are ok - don't be discouraged. The agencies also need money to survive. 2. The battle t…,0
700,battle,,"One Its, let's remember X1's words. X1 exists because of us. If we give up on them, who would fight? The announcement of s…",0
701,battle,,🎁 100$ DATDROP BATTLE VIDEO ONLY GIVEAWAY 🎁 ✅ Watch Video &amp; Follow all the Steps ✅ WATCH THE VIDEO https://t.co/mIX6q6…,0
702,battle,,The battle for $8500!Go bulls!,0
703,battle,,"One month since CAA, scorecard as of now: Young India: 1 Narendra Modi: 0 The government has lost the battle over youn…",0
704,battle,Australia & New York,"Julia Gillard first proposed a carbon tax in 2011 and Tony Abbott fought it bitterly and viciously, from that moment and…",0
705,battle,,Hiro vs Wesley – House Battle Final at SDK Europe 2014 / https://t.co/wo0vnyG1JP… #wow #good #house #dance #battle #inspiration #dancer,0
706,battle,,21746240 :Battle ID I need backup! Lvl 120 Hector https://t.co/NWpPVrl42T,0
707,battle,Fun Guy,Battle Symphony // Linkin Park,0
708,battle,,E622ACD6 :Battle ID I need backup! Lvl 150 Proto Bahamut https://t.co/mL0ihh9hWv,0
709,battle,florencegrace13@gmail.com,Body confidence in pregnancy - six tips to help you battle body image issues https://t.co/4oYjwfQKpa #pregnancy… https://t.co/SNt7T3de0o,0
710,battle,,if you cant ride your bf into battle then what’s the point https://t.co/R6o0x5qzaX,0
711,battle,PortHarcourt,"When you have tittle without mantle you end up with battle. You will not remember a man because of his title, but beca…",0
712,battle,"Wien,Niederösterreich,Mallorca","Ireland, 1014 AD. High King Brian Boru survives the Battle of Clontarf and establishes an enduring royal dynasty. The cu…",0
713,battle,,ULTRA SHINY BATTLE READY GIGANTAMAX GIVEAWAY 1 WINNER RECEIVES ALL OF THESE RETWEET &amp; FOLLOW TO ENTER ENDS IN 22 HOURS http…,0
714,battle,,F5D844A2 :Battle ID I need backup! Lvl 120 Ca Ong https://t.co/jddMbQ60N9,0
715,battle,"Mansfield, OH",There's no battle to large that God can't take charge.,0
716,battle,"Seoul, Republic of Korea",wooseok didnt raise weak bitches in this fandom. seungwoo fought twice on this battle but agencies chose to ignore him. NOW…,0
717,battle,,DBDBAABD :Battle ID I need backup! Lvl 120 Grimnir https://t.co/4bX4SFu1nn,0
718,battle,,THIRD aka Lapat Ngamchaweng of Thailand 🇹🇭 makes it as one of the 50 semifinalists in #100AsianHeartthrobs2020. 1 like is…,0
719,battle,,WE ARENT ALONE IN THIS BATTLE 😭✊🏻✊🏻 #JUSTICEFORX1 https://t.co/c8voYVeTaJ,0
720,battle,,Shraddhānjali to a man ahead of his times. His death put an end to 700 year cycle of Islamic invasions on India from Northw…,0
721,battle,"England, United Kingdom",#BeInspired #nonfiction A British soldiers journey into the depths of #mentalillness after a number of traumatic life…,0
722,battle,,9CB554FA :Battle ID I need backup! Lvl 150 Lucilius https://t.co/4GBaveaIoi,0
723,battle,Украина,"*""DMC3 Cerberus Battle"" playing* https://t.co/eEGpe1GQbE",0
724,battle,,"Neraya, Captain of the Selkie Guard - courageous - battle ready - resilient - kept getting mown down in the middl… https://t.co/t0sQ0i8hWa",0
725,battle,,0948F5AF :Battle ID I need backup! Lvl 100 Tiamat Omega Ayr https://t.co/guNMbErpGN,0
726,battle,"Beloit, Wi Porter Ave.",UPHILL BATTLE LLC,0
727,battle,"South West, England",If you are leaving Labour then you have done exactly what the right of the party wants you to do. In the words of Tony Benn:…,0
728,battle,,"So.. Free battle anyone?🤔 Comment ""#daddyarmy""",0
729,battle,,K-One Its offline protest is ongoing right now. LED trucks are currently in Yuehua. One Its! This fight is not an over…,0
730,battle,,92740768 :Battle ID I need backup! Lvl 120 Grimnir https://t.co/cYTbZTCvJg,0
731,battle,,⏪DEGALE'S DRAMATIC DRAW!⏪ Three years ago today fought a thrilling battle with in New York 🗽…,0
732,battle,,There's always gonna be another mountain I'm always gonna wanna make it move Always gonna be an uphill battle Sometimes I'm…,0
733,battle,,"Umar Khalid, who did his master’s, MPhil and PhD in history from JNU, recounted his days on the Delhi campus when they dared t…",0
734,battle,,"Julian Assange's case affects ALL OF US. Our ability to know about and act against state and corporate malfeasance, our…",0
735,battle,Orkney Scotland,GUARDIANS OF SCOTLAND 2020 BATTLE OF FALKIRK 1298 MURAL FUNDERS 11 STACEY YIMET 12 TOM URCHARDAN 13 GORDON BURGESS 1…,0
736,battle,,7E5837B4 :Battle ID I need backup! Lvl 100 Luminiera Omega https://t.co/cNN5WT88mQ,0
737,battle,United Kingdom,When you hear a tough Bar and you hear DonDemaco.... Well Every time someone says “ BOW “ in a battle… https://t.co/bmQnaPuRJa,0
738,battle,"Rhode Island, USA",JOHN WICK (2014) Cinematography by: Jonathan Sela Directed by: Chad Stahelski and David Leitch Read all about the film…,0
739,battle,"Antipolo City, Philippines",JUST IN: Veteran Filipino journalist Twink Macaraig passes away after a long battle with cancer. https://t.co/e4i237CpRa,0
740,battle,,Poppin Battle 😂😂😂😂 https://t.co/nJidicm4JU,0
741,battle,,FAE3E7CD :Battle ID I need backup! Lvl 100 Leviathan Omega https://t.co/cnEkpqXaN3,0
742,battle,"Kota Tangerang, Banten",E7F03BA0 :Battle ID I need backup! Lvl 60 Leviathan Omega https://t.co/dWXWxOz2re,0
743,battle,"Beloit, Wi Porter Ave.","I GOT IT ALL IN CONTROL... RUNNING A LABEL WITH 2 DEALS ""UPHILL BATTLE LLC""",0
744,battle,,-_- 1B0C8B02 :Battle ID I need backup! Lvl 120 Europa https://t.co/ratM7Qsdcc,0
745,battle,THE END OF SPACE-TIME,"https://t.co/P1SKJ9cH98 here is the moment where zeroranger gets super good with the battle vs grapefruit followed by my favorite, big zan",0
746,battle,,927413FE :Battle ID I need backup! Lvl 100 Colossus Omega https://t.co/QgO1TFVHRn,0
747,battle,,7AF8EFA4 :Battle ID I need backup! Lvl 120 Avatar https://t.co/kyUnn2slvL,0
748,battle,,actually all of the new star wars were bad because everyone was too much of a coward to turn c3po into a battle mech h…,0
749,battle,Earth,Thankfully I’m able to connect with individuals outside of our own echo chambers...so I’ll wait for the #AMR commun… https://t.co/7M1Ttpwiy0,0
750,battle,Kenya,It's Very Sad that #EgertonHeist has reduced a once Great University to a Battle ground between the Police &amp; students simpl…,0
751,battle,Xanadú,"Working alone, Ray Harryhausen spent 4½ months animating Jason and the Argonauts' blistering battle with the Children o…",0
752,battle,,BB9B04C5 :Battle ID I need backup! Lvl 100 Celeste Omega https://t.co/s0FmtxAUFT,0
753,battle,,1DB28A63 :Battle ID I need backup! Lvl 100 Baal https://t.co/hHlrnSEJmd,0
754,battle,,what did Hon Alice Wambui ng'ang'a former Thika mp do to your boss and your government that you don't… https://t.co/arGIRGzQhM,0
755,battle,aqua,A0A922B5 :Battle ID I need backup! Lvl 120 Godsworn Alexiel https://t.co/0FxNKWH70T,0
756,battle,,242BADA2 :Battle ID I need backup! Lvl 100 Luminiera Omega https://t.co/vzAQy4j8So,0
757,battle,JFK | SFO | BLR,Amen - self-management and not getting distracted is half the battle - soo much harder than one expects; y… https://t.co/R7wAe8avrj,0
758,battle,,12F22C99 :Battle ID I need backup! Lvl 120 Metatron https://t.co/iXgheRTRP4,0
759,battle,,CC3EB8FA :Battle ID I need backup! Lvl 100 Yggdrasil Omega https://t.co/ClvQw5LtYx,0
760,battle,,B9CF7ABC :Battle ID I need backup! Lvl 50 Joya https://t.co/luE1wvM1Xa,0
761,battle,,AFAC0660 :Battle ID I need backup! Lvl 50 Joya https://t.co/o4ElQ2IYis,0
762,battle,"bay area, calif",Sadly organizations do it backwards. O-Line is where it's at. Ask David Carr who had al… https://t.co/NGwPeRj9cL,0
763,battle,"Rawa Barat, Indonesia",512B214F :Battle ID I need backup! Lvl 100 Yggdrasil Omega https://t.co/BVVSnPgZ3W,0
764,battle,,s 1656ABAF :Battle ID I need backup! Lvl 100 Colossus Omega https://t.co/YeOnr59F9Z,0
765,bioterror,"Tāmaki-Makaurau, Aotearoa (New Zealand)","I'm going to add false colour to a virus image and scream ""it's coming to get you"" at people and begin my reign of bioterror wh…",0
766,bioterror,"Tampa, Florida","Mexican Border: Portal For Swine Flu, TB, Bioterror https://t.co/Elw0ScwnSr via",0
767,bioterror,Philadelphia PA,"Sir, if I may this tech is quite useful in case of a bioterror attack https://t.co/pAbur3CVum",0
768,bioterror,,What Do We Really Know About the Transmission of Ebola? No one knows for certain how the Ebola virus is transmitted from o…,1
769,bioterror,South Carolina,What Do We Really Know About the Transmission of Ebola? No one knows for certain how the Ebola virus is transmitte… https://t.co/NHAi3yx6Fb,1
770,bioterror,,The human cull (from 38mins30secs https://t.co/p0XQTqvDeF) is unfolding https://t.co/Egn7Sdr116,0
771,bioterror,Planet Earth,The human cull (from 38mins30secs https://t.co/p0XQTqvDeF) is unfolding https://t.co/Egn7Sdr116,0
772,bioterror,The Lone Star State,"Courtesy of “Mixed in with people who nothing more than to come to America for a better life, more i… https://t.co/ZEpp4lzpnA",0
773,bioterror,"Montreal, Canada",... #MAGA5G.LiVEViL+ my recommended read not for the weak of mind: The #Mossad+#5G Strain: Viral Vengeance: #Pandemic+…,0
774,bioterror,"North Carolina, USA","This leads to deeper questions. How do we define ""armed"" in the info age? How do we define ""conflict?""… https://t.co/xmUCOjkKKk",0
775,bioterror,Philadelphia PA,INT - MONARCH MOTEL - DAY GRAYSON punches his own face and throws a soda can at the light fixture ( the VOICE?)… https://t.co/X5s2C5X9BT,0
776,bioterror,Constitutionalist in the South,"Mexican Border: Portal For Swine Flu, TB, Bioterror https://t.co/wTIQakNXqR via",0
777,bioterror,Among The Human Race,The dubious efficacy and ill -effects of vaccines are science facts yet the establishment deny this. Enforced vaccinatio…,0
778,bioterror,Cornwall,The dubious efficacy and ill -effects of vaccines are science facts yet the establishment deny this. Enforced vacci… https://t.co/ikAiKQVgXs,0
779,bioterror,,https://t.co/OviHLPPiHH Interesting from Jon Rappoport.,0
780,bioterror,U.S.A.,"US-Mexico Border: Portal For TB, Swine Flu, Bioterror - Headline Health https://t.co/4wRiSjs39m",1
781,bioterror,"Fairfield, OH","US-Mexico Border: Portal For TB, Swine Flu, #Bioterrorism https://t.co/dVVyfAKO1L via",1
782,bioterror,,Bioterror is the worst,0
783,bioterror,,"US-Mexico Border: Portal For TB, Swine Flu, Bioterror https://t.co/SRrV6JpOGC",1
784,bioterror,"Destin, FL","US-Mexico Border: Portal For TB, Swine Flu, Bioterror https://t.co/xv4mhvm5iS via",1
785,bioterror,The Land Of The Free Because Of The Brave USA,"US-Mexico Border: Portal For TB, Swine Flu, Bioterror https://t.co/I64vGPN1iB via",1
786,bioterror,,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/o10epcfRV6,0
787,bioterror,,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/o10epcfRV6,0
788,bioterror,"Washington, D.C.",Bay Area researchers tackle bioterrorism threats #bioterror #biodefense #cbrn #phep https://t.co/n5exZSQTaU,0
789,bioterror,"Toronto, Canada",Does the push for mass vaccination point toward a staged bioterror event? « Jon Rappoport https://t.co/qCTxok8cjU …,0
790,bioterror,United States of⚡️🧠+#Trump5G,... #MAGA5G.LiVEViL+ my recommended read not for the weak of mind: The #Mossad+#5G Strain: Viral Vengeance:… https://t.co/Tm0JIqragB,0
791,bioterror,Land known as Australia,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/SN1Z3LjNqq,0
792,bioterror,"Baltimore, Maryland",Want to learn more about the BioFlash? It can be used in various configurations to deliver building protection sol… https://t.co/DGeREhrh4T,0
793,bioterror,"London, Oxford & Hay-On-Wye",The question for biodefence and counter-bioterror folk will be whether other countries will be given virus samples… https://t.co/9qQ2IKe3m1,0
794,bioterror,"Committed to those who sacrificed for what America truly should be, not what Trump is making it.",al Qaeda has long sought experts in bioterror and nukes.… https://t.co/rJFdJ0eIPo,0
795,bioterror,"Committed to those who sacrificed for what America truly should be, not what Trump is making it.",1) Mullahs were losing support from Iran youth turning se… https://t.co/rhpRCWOSRr,0
796,bioterror,,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/A6eUTI4r23,0
797,bioterror,it,Buy a Tesla on financing for the bioterror air filtration,0
798,bioterror,Sirius,Operation Disclosure: Bioterror and Vaccines Clarified -- Jon Rappoport https://t.co/yb1bFs6clb,0
799,bioterror,"Santa Barbara, CA",Staged bioterror event? https://t.co/IwFTfXXUGQ,0
800,bioterror,St. Louis,"Bioterror? I am VERY rarely sick but btwn T-giving &amp; Christmas, despite being up-to-date on all my vaccinations, I… https://t.co/ZxvY3denti",0
801,bioterror,Caribbean,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/Igw0jPawHx via Report,0
802,bioterror,"Manchester, England",Remember this is the resident evil universe. Bioterror attacks are almost a norm and rescue operation… https://t.co/ld2j8zphdl,0
803,bioterror,UK- Wales,Does the push for #mass #vaccination point toward a staged #bioterror event? - https://t.co/CNZbxD73Ej,0
804,bioterror,Dun Laoghaire,Sounds like another nudge towards mandatory vaccination! https://t.co/7yZkKPxs17,0
805,bioterror,"ÜT: 45.290968,-92.376844",#skipvaccination Does the push for mass vaccination point toward a bioterror event? (To read about Jon's mega-colle… https://t.co/enNtA5CQEJ,0
806,bioterror,United States,Does the push for vaccination point to a staged bioterror event? https://t.co/WWvKQkY1O2,0
807,bioterror,"Milano, Lombardia",A very interesting article and definitely something to consider!! https://t.co/5KKg7k6nPh,0
808,bioterror,United States,Does the push for vaccination point to a staged bioterror event? https://t.co/WWvKQkY1O2,0
809,bioterror,"Toronto, Canada",Does the push for mass vaccination point toward a staged bioterror event? « Jon Rappoport https://t.co/qCTxok8cjU… https://t.co/HuHP6mrgjN,0
810,bioterrorism,Concord,VAMPIRIS “An awesome vampire thriller with bite!” https://t.co/dxYgrAa6Cj #Vampiris #CorsairAdventures #thriller #va…,0
811,bioterrorism,Morally Grey opinion & thought,hachi-san88: Leon and Claire. They fight bioterrorism and have busy days. That’s why they value the time they spend tog…,0
812,bioterrorism,,"To fight bioterrorism, sir.",0
813,bioterrorism,,hachi-san88: Leon and Claire. They fight bioterrorism and have busy days. That’s why they value the time they spend… https://t.co/hcjq3VatR2,0
814,bioterrorism,,"Is this a threat? You plan on committing some bioterrorism by actively spreading a disease within a community, in a… https://t.co/bLDezQcemr",0
815,bioterrorism,"Oregon, Australia and Hawaii",Either you’re an alarmist or planning on doing a little bioterrorism... 🤔,0
816,bioterrorism,,Nice. I called them out for supporting bioterrorism,0
817,bioterrorism,MX-TX-TN-CA-MI-IN-GA,"Similarly, there are lots of different disasters including epidemics, natural disasters, wars, bioterrorism, and we… https://t.co/NRP53sUN5C",0
818,bioterrorism,"Grodno, Belarus",Anti-vax philosophy is nothing less than bioterrorism. Urging to take action against those who encourage and en…,0
819,bioterrorism,Cornwall,"Thanks Phil, so domestic rules (e.g bioterrorism law) can override free trade rules t… https://t.co/fmNh415n3P",0
820,bioterrorism,,A bit of light reading that should be useful... https://t.co/Ox9TlTIV8K Recall some challen… https://t.co/LLuzY3ns8G,0
821,bioterrorism,Des Moines,my kids got the influenza B so I was reading up (as i do) and it's having it's biggest outbreak in 27 years which m… https://t.co/e9jVQ7yk20,0
822,bioterrorism,USA,Strategic stockpile sounds like it is in case of an outbreak or in case of bioterrorism threat.,0
823,bioterrorism,ateneo,I just finished this and hahaha I kinda like it lol medj odd yung humor pero I liked the bioterrorism center of the… https://t.co/z0k4p6SZjB,0
824,bioterrorism,,I make bioterrorism sexy. (That one was Dana's idea),0
825,bioterrorism,Maldives,Arrest them for bioterrorism,0
826,bioterrorism,Maldives,should arrest them for bioterrorism,0
827,bioterrorism,Maldives,This is bioterrorism at it's best. Anybody who has ever questioned vaccination is part of this. Fuck you all.,0
828,bioterrorism,"Zhanjiang, Guangdong, China","https://t.co/iL7Cpxmsgx We are in times of several security challenges, with respect to packaging, such as shoplift… https://t.co/tYrfHNlJAY",0
829,bioterrorism,"Washington,DC",That sandwich was bioterrorism.,0
830,bioterrorism,,Genocide and bioterrorism,0
831,bioterrorism,Maldives,can we create an anti-bioterrorism commission?,0
832,bioterrorism,Sweden,Bioterrorism!!! #MaldivesMeaslesOutbreak,0
833,bioterrorism,,Anti-vax philosophy is nothing less than bioterrorism. Urging to take action against those who encourage… https://t.co/sjRZzNU9ln,0
834,bioterrorism,"Troy, NY","I showed activity was recently founded, in bioterrorism, manufactured diseases TIN MAN (android) 2105 Global Organism would",0
835,bioterrorism,,Hahdhufahanaelhi aalaathun balaa v bodu. Vaccine nudhinumakee bioterrorism ge amaleh kamah Kanda alhan jehijje miha… https://t.co/9qDxVZAHNn,0
836,bioterrorism,"Cafe Le Blanc, Yongenjaya","Ga semua. Tapi ya cult model2 Heaven's Gate, Jonestown atau Aum Shinrikyo, bisa dengan mudah terpelatuk buat… https://t.co/pByILv05fc",0
837,bioterrorism,"OCALA, FL",That feeling when you turn in a 20pg paper on #bioterrorism &amp; #civilliberties! 🤓 📚 👩🏼‍🎓 #GradLife 🙌🏼 http…,0
838,bioterrorism,,We need to classify Anti Vax as Bioterrorism,0
839,bioterrorism,,It's bioterrorism causing it. They have arrested over a hundred arsonists for setting fires,1
840,bioterrorism,Mildly Urgent Department,"“This isn’t gods fault, this is bioterrorism”",0
841,bioterrorism,Bangfield,Bioterrorism is my biggest fear,0
842,bioterrorism,UK,“An awesome vampire thriller with bite!” https://t.co/dxYgrAa6Cj #Vampiris #CorsairAdventures #thriller #vampire #eld…,0
843,bioterrorism,somewhere dancing,"Other than the cop’s bioterrorism and the SA police having to appeal this based on technicalities, the mos… https://t.co/ePASkzuK71",0
844,bioterrorism,,Somebody needs to classify anti vax as bioterrorism.,0
845,bioterrorism,www.facebook.com/libertyzabala,That feeling when you turn in a 20pg paper on #bioterrorism &amp; #civilliberties! 🤓 📚 👩🏼‍🎓 #GradLife 🙌🏼 https://t.co/FJAGlfR7gN,0
846,bioterrorism,"New York, USA","The kid gets suspended for bioterrorism when his blood gets everywhere, actually",0
847,bioterrorism,"ʟᴏʏᴀʟ 𝐏𝐀𝐑𝐓𝐍𝐄𝐑 𝑜𝑓 ᴍᴀᴅᴇɪɴʜxᴀᴠᴇɴ, 𝐒𝐎𝐀 𝐀𝐆𝐄𝐍𝐓 𝑜𝑓 ᴛʜᴇ 𝐁.𝐒.𝐀.𝐀| 𝐑𝐄𝐒𝐈𝐃𝐄𝐍𝐓 𝐄𝐕𝐈𝐋 + 𝑀𝑈𝐿𝑇𝐼, { 𝒂𝒅𝒐𝒓𝒆𝒅 𝑏𝑦 𝐑𝐔𝐊𝐈 }","⠀ ❛ it’s 𝒋𝒊𝒍𝒍 𝒗𝒂𝒍𝒆𝒏𝒕𝒊𝒏𝒆. i didn’t say it sooner, but that’s my name. i work for the BSAA, fending off against… https://t.co/YX2oD7xqrH",0
848,bioterrorism,United States,“An awesome vampire thriller with bite!” https://t.co/dxYgrArI0T #Vampiris #CorsairAdventures #thriller #vampire #eld…,0
849,bioterrorism,Pacific Northwest,That sandwich was bioterrorism.,0
850,bioterrorism,under your bed,"chris redfield, bioterrorism expert",0
851,bioterrorism,"New Delhi, India",Is it your only response as a UN Human Rights Ambassador ? In this time World is facing huge Human R… https://t.co/gfaoaXdSPU,0
852,blaze,1 meter to Nirvana..,Whoever comes out of this unscathed will be toximus prime,0
853,blaze,Australia,Martin Tebbutt's farm in Bilpin was completely charred when the Gospers Mountain blaze ripped through the area on Dec…,1
854,blaze,"Louisiana, USA",Blaze destroys building at Louisiana apartment complex - https://t.co/gUScHPrrTw https://t.co/EH5n0xzc0O,1
855,blaze,"South West, England",You've upgraded your Blaze to a Versa 😍 x,0
856,blaze,Music is life 🎵💜🕺,Blaze your a weird person steak overrated?,0
857,blaze,"King’s Lynn, The EU 🇪🇺","“Two fights - to protect rights, and to revive [EU &amp; Enlightenment] values - aren't an alternative to a campaign to rejoin.…",0
858,blaze,"King’s Lynn, The EU 🇪🇺","The Trussell Trust supports more than 1,200 food banks. Last year, it provided food banks in its network with £1.3m of fu…",0
859,blaze,liverpool uk,#findStolenMollyWN6 ⬇️⬇️Have you seen me in your area please⬇️⬇️ I’m black &amp; white with a black 🖤 on my right side / white…,0
860,blaze,"Kampala, Uganda","As we work on the next one, this was what leading government advisor E. Bazanye had to offer on the throwing of bottles at mus…",0
861,blaze,South Africa,Definitely there. Skyf slot.,0
862,blaze,"Nairobi, kenya",Blaze was over it😂 https://t.co/DzkQK4G9pb,0
863,blaze,"Nairobi, Kenya",Blaze all buff to kill,1
864,blaze,,420 Just Blaze!,0
865,blaze,"King’s Lynn, The EU 🇪🇺","What is the definition of ""major interview?"" Let's start with when will #BrexitJohnson #ReleaseTheRussiaReport ??",0
